feature,coef
number_diagnoses diabetesMed_Yes,-0.0028586283741873064
readmitted_<30 diag_2_category_Other,0.0028397745108470463
num_medications diag_1_category_Circulatory,0.002834935817581153
age_[70-80) readmitted_<30,0.002825537919051695
medical_specialty_InternalMedicine readmitted_>30,-0.0027857339973603374
gender_Female readmitted_>30,-0.0027843549113427996
admission_source_id_7 readmitted_>30,-0.002767302202484587
change_No readmitted_>30,-0.002725623395843288
number_inpatient readmitted_NO,-0.0026833747521473124
number_diagnoses medical_specialty_InternalMedicine,-0.0026703539620237184
admission_source_id_1 readmitted_NO,-0.002651137513514322
admission_type_id_3 readmitted_<30,0.0026487244486277615
number_emergency number_diagnoses,0.0026380176017238226
change_Ch readmitted_NO,-0.0026357871731567117
number_diagnoses race_Caucasian,-0.0026253628891514907
num_lab_procedures discharge_disposition_id_11,-0.002623462311162025
number_outpatient readmitted_>30,-0.0026028941704860334
num_lab_procedures diag_3_250,-0.0026019493461957462
admission_type_id_1 readmitted_NO,-0.002560101756678272
num_medications diag_3_category_Diabetes,-0.0025288733847351596
number_diagnoses metformin_No,-0.002519070748776594
num_medications change_No,-0.002513807533254283
number_diagnoses metformin_Steady,-0.002477960039423771
number_diagnoses diag_1_category_Other,-0.0024586805546317238
number_emergency readmitted_>30,-0.002448092050966071
num_medications pioglitazone_No,-0.002446132949485071
insulin_No readmitted_>30,-0.0024420501371761813
num_lab_procedures citoglipton_No,-0.0024031724738726983
num_lab_procedures acetohexamide_No,-0.0024031724738726983
num_lab_procedures examide_No,-0.0024031724738726983
num_lab_procedures troglitazone_No,-0.0024031724738726983
num_lab_procedures,-0.0024031724738726983
num_lab_procedures glipizide-metformin_No,-0.002402970753768457
num_lab_procedures metformin-rosiglitazone_No,-0.00240055871363606
num_lab_procedures metformin-pioglitazone_No,-0.0023989299058917923
num_lab_procedures glimepiride-pioglitazone_No,-0.0023925572539914538
num_medications diag_2_401,-0.002386383801929627
num_lab_procedures tolbutamide_No,-0.002376920454877574
change_Ch readmitted_>30,-0.00236796664624268
diabetesMed_No readmitted_<30,0.00236158984100219
number_diagnoses diabetesMed_No,-0.0023608104868297793
num_lab_procedures tolazamide_No,-0.002359953415990898
num_lab_procedures number_diagnoses,0.0023565954922047183
num_lab_procedures miglitol_No,-0.002343958376608607
num_medications payer_code_MC,0.002329377145032363
num_lab_procedures chlorpropamide_No,-0.0023282043065079618
gender_Male readmitted_>30,-0.002309235126180462
num_lab_procedures diag_1_category_Respiratory,-0.0022977360346344102
num_medications age_[50-60),-0.0022884940614026025
num_medications rosiglitazone_No,-0.002287010887077229
age_[60-70) readmitted_<30,0.0022846259385308197
admission_type_id_2 readmitted_<30,0.002255199595720276
number_diagnoses discharge_disposition_id_22,0.002255181922962892
num_medications gender_Male,-0.0022534979936388827
num_lab_procedures diag_1_category_Circulatory,0.002240725312245071
num_lab_procedures glyburide-metformin_No,-0.002230168441813251
num_medications glyburide_No,-0.0022275471416793404
number_diagnoses admission_type_id_2,-0.002208850761582754
number_diagnoses diag_3_category_Diabetes,-0.0021714556169568407
num_lab_procedures nateglinide_No,-0.002145695578487486
num_medications diabetesMed_Yes,-0.0021354665986831793
admission_type_id_1 readmitted_>30,-0.002128247331766924
number_outpatient readmitted_NO,-0.002123883621085301
num_lab_procedures acarbose_No,-0.002112568782603825
num_medications glimepiride_No,-0.002040648774344082
num_lab_procedures discharge_disposition_id_6,-0.002037453081902766
readmitted_<30 diag_1_category_Other,0.0020302530982441807
insulin_Steady readmitted_NO,-0.0019812043661701978
number_diagnoses diag_2_250,-0.0019652571011289166
num_medications payer_code_SP,-0.001961899340286267
readmitted_NO diag_3_category_Other,-0.001955597323332837
num_medications admission_source_id_1,-0.0019532014117377003
num_lab_procedures repaglinide_No,-0.001934833540455686
num_medications race_Caucasian,-0.0019251949715888257
num_lab_procedures glyburide_No,-0.0019175956888943513
time_in_hospital repaglinide_No,-0.0019042870059950384
readmitted_NO diag_2_category_Circulatory,-0.0019024336291873444
num_medications glimepiride_Steady,-0.001901534207478265
num_lab_procedures discharge_disposition_id_5,0.001896002988067217
num_medications diabetesMed_No,-0.0018920458913489224
readmitted_NO diag_3_category_Circulatory,-0.0018797227797906603
num_medications diag_1_category_Other,-0.0018720801458777798
diabetesMed_No readmitted_NO,-0.001870708675936621
number_diagnoses age_[50-60),-0.0018154098108263215
admission_type_id_3 readmitted_NO,-0.001814685857214128
metformin_Steady readmitted_<30,0.001809073236313344
readmitted_NO diag_2_category_Other,-0.0017910176845597453
number_diagnoses admission_source_id_1,-0.0017872088963760576
time_in_hospital gender_Female,-0.0017776474219001347
num_medications gender_Female,-0.0017642718536880965
readmitted_NO diag_1_category_Circulatory,-0.0017638950958530479
age_[80-90) readmitted_<30,0.001754964339619084
time_in_hospital glipizide_No,-0.0017459745566788777
number_diagnoses gender_Male,-0.0017316310588499058
readmitted_<30 diag_3_category_Diabetes,0.0017310584313535522
num_medications diag_3_401,-0.0016954370920251604
number_diagnoses race_AfricanAmerican,-0.0016951319932250384
number_diagnoses admission_type_id_1,-0.0016945325980935607
time_in_hospital acarbose_No,-0.0016833552985985455
time_in_hospital glipizide-metformin_No,-0.0016677760343168562
race_AfricanAmerican readmitted_<30,0.0016608470417462163
time_in_hospital acetohexamide_No,-0.0016529601915442707
time_in_hospital,-0.0016529601915442707
time_in_hospital examide_No,-0.0016529601915442707
time_in_hospital troglitazone_No,-0.0016529601915442707
time_in_hospital citoglipton_No,-0.0016529601915442707
time_in_hospital metformin-rosiglitazone_No,-0.0016527743073161008
time_in_hospital glimepiride-pioglitazone_No,-0.0016524014957596497
time_in_hospital metformin-pioglitazone_No,-0.0016518534346776394
time_in_hospital tolbutamide_No,-0.0016503596444608012
admission_source_id_1 readmitted_>30,-0.0016502193489607436
time_in_hospital tolazamide_No,-0.0016459255154914192
discharge_disposition_id_1 repaglinide_No,-0.0016444680039468663
num_medications age_[70-80),0.0016442754312876251
num_lab_procedures gender_Female,-0.0016442137170900766
time_in_hospital diag_3_250,-0.0016398493724408378
time_in_hospital chlorpropamide_No,-0.0016325210834745342
num_lab_procedures insulin_Steady,-0.0016279364929218858
num_medications age_[40-50),-0.0016254721049531698
time_in_hospital miglitol_No,-0.0016251510705907629
readmitted_<30 diag_2_category_Diabetes,0.0016197515308904338
discharge_disposition_id_1 acarbose_No,-0.001613449454640528
discharge_disposition_id_1 acetohexamide_No,-0.0016099524874855148
discharge_disposition_id_1 examide_No,-0.0016099524874855148
discharge_disposition_id_1 troglitazone_No,-0.0016099524874855148
discharge_disposition_id_1 metformin-pioglitazone_No,-0.0016099524874855148
discharge_disposition_id_1 citoglipton_No,-0.0016099524874855148
discharge_disposition_id_1,-0.0016099524874855148
discharge_disposition_id_1 metformin-rosiglitazone_No,-0.001609919160910445
discharge_disposition_id_1 glimepiride-pioglitazone_No,-0.0016096731395947887
discharge_disposition_id_1 tolbutamide_No,-0.0016095652441069333
discharge_disposition_id_1 glipizide-metformin_No,-0.0016084439326550025
discharge_disposition_id_1 tolazamide_No,-0.0016070476243363232
number_diagnoses admission_source_id_7,-0.0016066803758245703
discharge_disposition_id_1 chlorpropamide_No,-0.0016061167274070095
discharge_disposition_id_1 miglitol_No,-0.0016059771738617566
time_in_hospital glyburide-metformin_No,-0.0015964816536819173
age_[70-80) readmitted_NO,-0.0015960331791042364
num_lab_procedures diag_1_434,0.0015912461343153253
admission_type_id_2 readmitted_NO,-0.001590961194030085
readmitted_>30 diag_3_category_Circulatory,-0.0015889854927013107
time_in_hospital nateglinide_No,-0.0015872814048573534
num_medications payer_code_BC,-0.0015843707702541722
discharge_disposition_id_1 nateglinide_No,-0.0015833599601297532
num_lab_procedures diag_2_category_Respiratory,-0.0015709985613922256
discharge_disposition_id_1 glyburide-metformin_No,-0.0015683311725612561
readmitted_>30 diag_2_category_Circulatory,-0.001564622572302592
num_lab_procedures diag_3_category_Unknown,-0.0015643751114293226
num_lab_procedures medical_specialty_Emergency/Trauma,-0.001556161083509049
num_medications rosiglitazone_Steady,-0.0015494570689315802
num_lab_procedures diabetesMed_No,-0.0015433590417012054
age_[50-60) readmitted_<30,0.0015163215265431706
num_medications diag_1_category_Genitourinary,-0.0015149713327620529
num_medications change_Ch,-0.0015137049564124135
num_lab_procedures diag_2_250,-0.0015134259937027211
num_medications insulin_Down,0.0015039898374122377
num_lab_procedures age_[50-60),-0.001503715450029043
num_medications pioglitazone_Steady,-0.0015017501665002433
num_lab_procedures diag_3_category_Diabetes,0.0015011478898035373
time_in_hospital glimepiride_No,-0.0014970515987131974
num_medications glyburide_Steady,-0.0014960661804182386
discharge_disposition_id_1 glyburide_No,-0.0014941766580155661
discharge_disposition_id_1 rosiglitazone_No,-0.001492992222923073
repaglinide_No glipizide-metformin_No,-0.001481454035447716
repaglinide_No acarbose_No,-0.0014759970317062441
repaglinide_No acetohexamide_No,-0.0014743475361446324
repaglinide_No examide_No,-0.0014743475361446324
repaglinide_No citoglipton_No,-0.0014743475361446324
repaglinide_No troglitazone_No,-0.0014743475361446324
repaglinide_No,-0.0014743475361446324
repaglinide_No metformin-rosiglitazone_No,-0.001474294337722999
repaglinide_No metformin-pioglitazone_No,-0.0014741630766670242
repaglinide_No glimepiride-pioglitazone_No,-0.0014740681882519106
repaglinide_No tolbutamide_No,-0.001473345532258152
repaglinide_No tolazamide_No,-0.001470599563068126
repaglinide_No miglitol_No,-0.0014682203339613537
repaglinide_No chlorpropamide_No,-0.0014680470729757846
num_lab_procedures diag_2_category_Neoplasms,0.0014680056536990273
discharge_disposition_id_1 glipizide_No,-0.0014676166362777713
num_medications discharge_disposition_id_6,-0.0014643482893808449
readmitted_>30 diag_1_category_Circulatory,-0.001460300624870004
discharge_disposition_id_1 glimepiride_No,-0.0014542792747019627
repaglinide_No nateglinide_No,-0.001445002455423345
repaglinide_No glyburide-metformin_No,-0.0014402156494003706
num_medications discharge_disposition_id_11,-0.0014384770918928528
number_diagnoses payer_code_SP,-0.0014381856114008761
number_diagnoses diag_3_401,-0.0014354863679987603
readmitted_NO diag_1_category_Other,-0.0014342840586868443
num_procedures discharge_disposition_id_1,-0.0014318230636762262
insulin_Steady readmitted_>30,-0.0014272254397202982
readmitted_>30 diag_3_category_Other,-0.0014231156710673835
num_lab_procedures glimepiride_Steady,-0.001419667767598678
citoglipton_No glipizide-metformin_No,-0.0014178516460448376
troglitazone_No glipizide-metformin_No,-0.0014178516460448376
acetohexamide_No glipizide-metformin_No,-0.0014178516460448376
examide_No glipizide-metformin_No,-0.0014178516460448376
glipizide-metformin_No,-0.0014178516460448376
glipizide-metformin_No metformin-rosiglitazone_No,-0.0014177984476238796
glipizide-metformin_No metformin-pioglitazone_No,-0.0014176671865674942
glipizide-metformin_No glimepiride-pioglitazone_No,-0.0014175722981525753
tolbutamide_No glipizide-metformin_No,-0.0014168496421583555
acarbose_No glipizide-metformin_No,-0.0014163496256568934
tolazamide_No glipizide-metformin_No,-0.0014141036729678745
chlorpropamide_No glipizide-metformin_No,-0.0014115511828760694
acetohexamide_No,-0.001410745146741793
troglitazone_No,-0.001410745146741793
citoglipton_No,-0.001410745146741793
examide_No,-0.001410745146741793
troglitazone_No citoglipton_No,-0.001410745146741793
troglitazone_No examide_No,-0.001410745146741793
acetohexamide_No citoglipton_No,-0.001410745146741793
acetohexamide_No examide_No,-0.001410745146741793
acetohexamide_No troglitazone_No,-0.001410745146741793
examide_No citoglipton_No,-0.001410745146741793
troglitazone_No metformin-rosiglitazone_No,-0.0014106919483196755
acetohexamide_No metformin-rosiglitazone_No,-0.0014106919483196755
examide_No metformin-rosiglitazone_No,-0.0014106919483196755
metformin-rosiglitazone_No,-0.0014106919483196755
citoglipton_No metformin-rosiglitazone_No,-0.0014106919483196755
acetohexamide_No metformin-pioglitazone_No,-0.0014105606872633963
citoglipton_No metformin-pioglitazone_No,-0.0014105606872633963
troglitazone_No metformin-pioglitazone_No,-0.0014105606872633963
examide_No metformin-pioglitazone_No,-0.0014105606872633963
metformin-pioglitazone_No,-0.0014105606872633963
metformin-rosiglitazone_No metformin-pioglitazone_No,-0.001410507488842123
examide_No glimepiride-pioglitazone_No,-0.0014104657988488153
glimepiride-pioglitazone_No,-0.0014104657988488153
troglitazone_No glimepiride-pioglitazone_No,-0.0014104657988488153
citoglipton_No glimepiride-pioglitazone_No,-0.0014104657988488153
acetohexamide_No glimepiride-pioglitazone_No,-0.0014104657988488153
glimepiride-pioglitazone_No metformin-rosiglitazone_No,-0.0014104126004277234
glimepiride-pioglitazone_No metformin-pioglitazone_No,-0.0014102813393701169
miglitol_No glipizide-metformin_No,-0.0014100194676969864
acetohexamide_No tolbutamide_No,-0.0014097431428529129
tolbutamide_No,-0.0014097431428529129
tolbutamide_No troglitazone_No,-0.0014097431428529129
tolbutamide_No examide_No,-0.0014097431428529129
tolbutamide_No citoglipton_No,-0.0014097431428529129
tolbutamide_No metformin-rosiglitazone_No,-0.0014096899444325307
tolbutamide_No metformin-pioglitazone_No,-0.001409558683375676
tolbutamide_No glimepiride-pioglitazone_No,-0.0014094637949617793
acarbose_No examide_No,-0.001409243126352402
acetohexamide_No acarbose_No,-0.001409243126352402
acarbose_No citoglipton_No,-0.001409243126352402
acarbose_No,-0.001409243126352402
acarbose_No troglitazone_No,-0.001409243126352402
acarbose_No metformin-rosiglitazone_No,-0.001409189927930932
acarbose_No metformin-pioglitazone_No,-0.0014090586668755129
acarbose_No glimepiride-pioglitazone_No,-0.0014089637784600682
tolbutamide_No acarbose_No,-0.0014082411224650992
time_in_hospital diag_1_category_Other,-0.0014078136313865292
tolazamide_No citoglipton_No,-0.0014069971736637634
troglitazone_No tolazamide_No,-0.0014069971736637634
tolazamide_No examide_No,-0.0014069971736637634
acetohexamide_No tolazamide_No,-0.0014069971736637634
tolazamide_No,-0.0014069971736637634
tolazamide_No metformin-rosiglitazone_No,-0.0014069439752425555
tolazamide_No metformin-pioglitazone_No,-0.001406812714185378
tolazamide_No glimepiride-pioglitazone_No,-0.0014067178257702682
tolbutamide_No tolazamide_No,-0.001405995169775712
acarbose_No tolazamide_No,-0.0014054951532745995
chlorpropamide_No troglitazone_No,-0.00140444468357104
chlorpropamide_No examide_No,-0.00140444468357104
chlorpropamide_No citoglipton_No,-0.00140444468357104
chlorpropamide_No acetohexamide_No,-0.00140444468357104
chlorpropamide_No,-0.00140444468357104
chlorpropamide_No metformin-rosiglitazone_No,-0.0014043914851503006
chlorpropamide_No metformin-pioglitazone_No,-0.0014042602240924083
chlorpropamide_No glimepiride-pioglitazone_No,-0.0014041653356786678
chlorpropamide_No tolbutamide_No,-0.0014034426796821885
chlorpropamide_No acarbose_No,-0.0014029426631812054
miglitol_No troglitazone_No,-0.0014029129683924026
miglitol_No examide_No,-0.0014029129683924026
miglitol_No citoglipton_No,-0.0014029129683924026
acetohexamide_No miglitol_No,-0.0014029129683924026
miglitol_No,-0.0014029129683924026
miglitol_No metformin-rosiglitazone_No,-0.0014028597699707898
miglitol_No metformin-pioglitazone_No,-0.0014027285089144462
miglitol_No glimepiride-pioglitazone_No,-0.0014026336204992884
tolbutamide_No miglitol_No,-0.001401910964505349
acarbose_No miglitol_No,-0.001401601697283789
chlorpropamide_No tolazamide_No,-0.0014006967104917886
miglitol_No tolazamide_No,-0.0013991649953139953
chlorpropamide_No miglitol_No,-0.0013966125052220098
nateglinide_No glipizide-metformin_No,-0.0013894685866967498
num_lab_procedures rosiglitazone_Steady,-0.0013887554642898407
glyburide-metformin_No glipizide-metformin_No,-0.0013834421237675547
nateglinide_No acetohexamide_No,-0.0013823620873914554
nateglinide_No examide_No,-0.0013823620873914554
nateglinide_No citoglipton_No,-0.0013823620873914554
nateglinide_No troglitazone_No,-0.0013823620873914554
nateglinide_No,-0.0013823620873914554
nateglinide_No metformin-rosiglitazone_No,-0.001382308888968731
nateglinide_No metformin-pioglitazone_No,-0.0013821776279130237
nateglinide_No glimepiride-pioglitazone_No,-0.001382082739497919
nateglinide_No acarbose_No,-0.0013819036473004483
nateglinide_No tolbutamide_No,-0.001381360083503687
discharge_disposition_id_3 readmitted_<30,0.0013790823940459883
nateglinide_No tolazamide_No,-0.001378614114311707
diag_3_250 readmitted_NO,-0.001377549526957602
glyburide-metformin_No,-0.0013761768852480678
examide_No glyburide-metformin_No,-0.0013761768852480678
troglitazone_No glyburide-metformin_No,-0.0013761768852480678
acetohexamide_No glyburide-metformin_No,-0.0013761768852480678
citoglipton_No glyburide-metformin_No,-0.0013761768852480678
glyburide-metformin_No metformin-rosiglitazone_No,-0.0013761236868275644
nateglinide_No chlorpropamide_No,-0.0013760616242188338
glyburide-metformin_No metformin-pioglitazone_No,-0.001375992425770226
glyburide-metformin_No glimepiride-pioglitazone_No,-0.0013758975373552589
tolbutamide_No glyburide-metformin_No,-0.0013751748813607507
acarbose_No glyburide-metformin_No,-0.0013748165402700302
nateglinide_No miglitol_No,-0.0013741881442610744
tolazamide_No glyburide-metformin_No,-0.0013724289121700396
repaglinide_No glipizide_No,-0.001371431234585459
chlorpropamide_No glyburide-metformin_No,-0.0013698764220764447
miglitol_No glyburide-metformin_No,-0.001368344706898752
num_medications medical_specialty_Cardiology,-0.001367227091740329
time_in_hospital num_procedures,0.0013614463556797757
readmitted_>30 diag_2_category_Other,-0.001355768866578262
age_[60-70) readmitted_NO,-0.0013550531297973067
discharge_disposition_id_1 pioglitazone_No,-0.0013548912862172504
readmitted_NO diag_3_category_Diabetes,-0.0013507878587184713
number_diagnoses diag_2_401,-0.001343005537410372
nateglinide_No glyburide-metformin_No,-0.0013427782962570722
metformin_Steady readmitted_NO,-0.001342276062776263
num_medications diag_1_786,-0.0013396166927228963
repaglinide_No glimepiride_No,-0.0013345412208148118
glipizide_No glipizide-metformin_No,-0.0013306246055387416
num_medications diag_1_428,0.0013253462335715608
num_lab_procedures diag_3_401,-0.0013247157872576965
glipizide_No,-0.0013234718437794947
acetohexamide_No glipizide_No,-0.0013234718437794947
glipizide_No examide_No,-0.0013234718437794947
glipizide_No citoglipton_No,-0.0013234718437794947
glipizide_No troglitazone_No,-0.0013234718437794947
glipizide_No metformin-rosiglitazone_No,-0.0013234186453574333
glipizide_No metformin-pioglitazone_No,-0.0013232873842999524
glipizide_No glimepiride-pioglitazone_No,-0.0013231924958861942
glipizide_No tolbutamide_No,-0.0013224698398904128
num_medications diag_1_486,-0.0013216522053262395
glipizide_No tolazamide_No,-0.0013197611836655407
chlorpropamide_No glipizide_No,-0.0013171972794319515
glipizide_No miglitol_No,-0.0013153503632860586
repaglinide_No glyburide_No,-0.001312129272523279
glipizide_No acarbose_No,-0.0013102677046016242
nateglinide_No glipizide_No,-0.0012988021766250002
age_[70-80) readmitted_>30,-0.0012987039915669891
num_lab_procedures diag_1_786,-0.0012968249300351438
repaglinide_No rosiglitazone_No,-0.0012955338010949959
